trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,subject
1,0,dot,shears,shears_mooney_dot_on1,target,upside_down,pre,on,10
2,0,dot,mailbox,mailbox_mooney_dot_off2,target,regular,pre,off,10
3,0,dot,surfboard,surfboard_mooney_dot_off2,catch,regular,pre,off,10
4,0,dot,shears,shears_mooney_dot_off4,target,upside_down,pre,off,10
5,0,dot,mailbox,mailbox_mooney_dot_on3,target,regular,pre,on,10
6,0,dot,snail,snail_mooney_dot_off4,target,horizontal_flip,pre,off,10
7,0,dot,shears,shears_mooney_dot_on3,target,upside_down,pre,on,10
8,0,dot,snail,snail_mooney_dot_on1,target,horizontal_flip,pre,on,10
9,0,dot,surfboard,surfboard_mooney_dot_off4,catch,regular,pre,off,10
10,0,dot,shears,shears_mooney_dot_off2,target,upside_down,pre,off,10
11,0,dot,mailbox,mailbox_mooney_dot_on1,target,regular,pre,on,10
12,0,dot,surfboard,surfboard_mooney_dot_on3,catch,regular,pre,on,10
13,0,dot,snail,snail_mooney_dot_off2,target,horizontal_flip,pre,off,10
14,0,dot,mailbox,mailbox_mooney_dot_off4,target,regular,pre,off,10
15,0,dot,surfboard,surfboard_mooney_dot_on1,catch,regular,pre,on,10
16,0,dot,snail,snail_mooney_dot_on3,target,horizontal_flip,pre,on,10
17,0,recognition,mailbox,mailbox_mooney,target,regular,pre,,10
18,0,recognition,surfboard,surfboard_mooney,catch,regular,pre,,10
19,0,recognition,shears,shears_mooney,target,upside_down,pre,,10
20,0,recognition,snail,snail_mooney,target,horizontal_flip,pre,,10
21,0,recognition,shears,shears,target,upside_down,color,,10
22,0,recognition,mailbox,mailbox,target,regular,color,,10
23,0,recognition,snail,snail,target,horizontal_flip,color,,10
24,1,dot,drill,drill_mooney_dot_off2,target,horizontal_flip,pre,off,10
25,1,dot,shears,shears_mooney_dot_on7,target,upside_down,post,on,10
26,1,dot,drill,drill_mooney_dot_off4,target,horizontal_flip,pre,off,10
27,1,dot,mailbox,mailbox_mooney_dot_on7,target,regular,post,on,10
28,1,dot,snail,snail_mooney_dot_off8,target,horizontal_flip,post,off,10
29,1,dot,shears,shears_mooney_dot_off8,target,upside_down,post,off,10
30,1,dot,mailbox,mailbox_mooney_dot_off6,target,regular,post,off,10
31,1,dot,pedal,pedal_mooney_dot_off2,catch,upside_down,pre,off,10
32,1,dot,drill,drill_mooney_dot_on3,target,horizontal_flip,pre,on,10
33,1,dot,mailbox,mailbox_mooney_dot_off8,target,regular,post,off,10
34,1,dot,steak,steak_mooney_dot_off4,target,upside_down,pre,off,10
35,1,dot,pedal,pedal_mooney_dot_on3,catch,upside_down,pre,on,10
36,1,dot,surfboard,surfboard_mooney_dot_off8,catch,regular,post,off,10
37,1,dot,snail,snail_mooney_dot_off6,target,horizontal_flip,post,off,10
38,1,dot,drill,drill_mooney_dot_on1,target,horizontal_flip,pre,on,10
39,1,dot,pedal,pedal_mooney_dot_off4,catch,upside_down,pre,off,10
40,1,dot,garlic,garlic_mooney_dot_off2,target,regular,pre,off,10
41,1,dot,steak,steak_mooney_dot_off2,target,upside_down,pre,off,10
42,1,dot,garlic,garlic_mooney_dot_on3,target,regular,pre,on,10
43,1,dot,snail,snail_mooney_dot_on7,target,horizontal_flip,post,on,10
44,1,dot,garlic,garlic_mooney_dot_on1,target,regular,pre,on,10
45,1,dot,steak,steak_mooney_dot_on1,target,upside_down,pre,on,10
46,1,dot,surfboard,surfboard_mooney_dot_on7,catch,regular,post,on,10
47,1,dot,steak,steak_mooney_dot_on3,target,upside_down,pre,on,10
48,1,dot,shears,shears_mooney_dot_off6,target,upside_down,post,off,10
49,1,dot,mailbox,mailbox_mooney_dot_on5,target,regular,post,on,10
50,1,dot,surfboard,surfboard_mooney_dot_off6,catch,regular,post,off,10
51,1,dot,shears,shears_mooney_dot_on5,target,upside_down,post,on,10
52,1,dot,surfboard,surfboard_mooney_dot_on5,catch,regular,post,on,10
53,1,dot,snail,snail_mooney_dot_on5,target,horizontal_flip,post,on,10
54,1,dot,pedal,pedal_mooney_dot_on1,catch,upside_down,pre,on,10
55,1,dot,garlic,garlic_mooney_dot_off4,target,regular,pre,off,10
56,1,recognition,surfboard,surfboard_mooney,catch,regular,post,,10
57,1,recognition,steak,steak_mooney,target,upside_down,pre,,10
58,1,recognition,drill,drill_mooney,target,horizontal_flip,pre,,10
59,1,recognition,mailbox,mailbox_mooney,target,regular,post,,10
60,1,recognition,pedal,pedal_mooney,catch,upside_down,pre,,10
61,1,recognition,garlic,garlic_mooney,target,regular,pre,,10
62,1,recognition,shears,shears_mooney,target,upside_down,post,,10
